Timestamp,transaction-fees-usd
2009-01-17 00:00:00,0
2009-01-20 00:00:00,0
2009-01-23 00:00:00,0
2009-01-26 00:00:00,0
2009-01-29 00:00:00,0
2009-02-01 00:00:00,0
2009-02-04 00:00:00,0
2009-02-07 00:00:00,0
2009-02-10 00:00:00,0
2009-02-13 00:00:00,0
2009-02-16 00:00:00,0
2009-02-19 00:00:00,0
2009-02-22 00:00:00,0
2009-02-25 00:00:00,0
2009-02-28 00:00:00,0
2009-03-03 00:00:00,0
2009-03-06 00:00:00,0
2009-03-09 00:00:00,0
2009-03-12 00:00:00,0
2009-03-15 00:00:00,0
2009-03-18 00:00:00,0
2009-03-21 00:00:00,0
2009-03-24 00:00:00,0
2009-03-27 00:00:00,0
2009-03-30 00:00:00,0
2009-04-02 00:00:00,0
2009-04-05 00:00:00,0
2009-04-08 00:00:00,0
2009-04-11 00:00:00,0
2009-04-14 00:00:00,0
2009-04-17 00:00:00,0
2009-04-20 00:00:00,0
2009-04-23 00:00:00,0
2009-04-26 00:00:00,0
2009-04-29 00:00:00,0
2009-05-02 00:00:00,0
2009-05-05 00:00:00,0
2009-05-08 00:00:00,0
2009-05-11 00:00:00,0
2009-05-14 00:00:00,0
2009-05-17 00:00:00,0
2009-05-20 00:00:00,0
2009-05-23 00:00:00,0
2009-05-26 00:00:00,0
2009-05-29 00:00:00,0
2009-06-01 00:00:00,0
2009-06-04 00:00:00,0
2009-06-07 00:00:00,0
2009-06-10 00:00:00,0
2009-06-13 00:00:00,0
2009-06-16 00:00:00,0
2009-06-19 00:00:00,0
2009-06-22 00:00:00,0
2009-06-25 00:00:00,0
2009-06-28 00:00:00,0
2009-07-01 00:00:00,0
2009-07-04 00:00:00,0
2009-07-07 00:00:00,0
2009-07-10 00:00:00,0
2009-07-13 00:00:00,0
2009-07-16 00:00:00,0
2009-07-19 00:00:00,0
2009-07-22 00:00:00,0
2009-07-25 00:00:00,0
2009-07-28 00:00:00,0
2009-07-31 00:00:00,0
2009-08-03 00:00:00,0
2009-08-06 00:00:00,0
2009-08-09 00:00:00,0
2009-08-12 00:00:00,0
2009-08-15 00:00:00,0
2009-08-18 00:00:00,0
2009-08-21 00:00:00,0
2009-08-24 00:00:00,0
2009-08-27 00:00:00,0
2009-08-30 00:00:00,0
2009-09-02 00:00:00,0
2009-09-05 00:00:00,0
2009-09-08 00:00:00,0
2009-09-11 00:00:00,0
2009-09-14 00:00:00,0
2009-09-17 00:00:00,0
2009-09-20 00:00:00,0
2009-09-23 00:00:00,0
2009-09-26 00:00:00,0
2009-09-29 00:00:00,0
2009-10-02 00:00:00,0
2009-10-05 00:00:00,0
2009-10-08 00:00:00,0
2009-10-11 00:00:00,0
2009-10-14 00:00:00,0
2009-10-17 00:00:00,0
2009-10-20 00:00:00,0
2009-10-23 00:00:00,0
2009-10-26 00:00:00,0
2009-10-29 00:00:00,0
2009-11-01 00:00:00,0
2009-11-04 00:00:00,0
2009-11-07 00:00:00,0
2009-11-10 00:00:00,0
2009-11-13 00:00:00,0
2009-11-16 00:00:00,0
2009-11-19 00:00:00,0
2009-11-22 00:00:00,0
2009-11-25 00:00:00,0
2009-11-28 00:00:00,0
2009-12-01 00:00:00,0
2009-12-04 00:00:00,0
2009-12-07 00:00:00,0
2009-12-10 00:00:00,0
2009-12-13 00:00:00,0
2009-12-16 00:00:00,0
2009-12-19 00:00:00,0
2009-12-22 00:00:00,0
2009-12-25 00:00:00,0
2009-12-28 00:00:00,0
2009-12-31 00:00:00,0
2010-01-03 00:00:00,0
2010-01-06 00:00:00,0
2010-01-09 00:00:00,0
2010-01-12 00:00:00,0
2010-01-15 00:00:00,0
2010-01-18 00:00:00,0
2010-01-21 00:00:00,0
2010-01-24 00:00:00,0
2010-01-27 00:00:00,0
2010-01-30 00:00:00,0
2010-02-02 00:00:00,0
2010-02-05 00:00:00,0
2010-02-08 00:00:00,0
2010-02-11 00:00:00,0
2010-02-14 00:00:00,0
2010-02-17 00:00:00,0
2010-02-20 00:00:00,0
2010-02-23 00:00:00,0
2010-02-26 00:00:00,0
2010-03-01 00:00:00,0
2010-03-04 00:00:00,0
2010-03-07 00:00:00,0
2010-03-10 00:00:00,0
2010-03-13 00:00:00,0
2010-03-16 00:00:00,0
2010-03-19 00:00:00,0
2010-03-22 00:00:00,0
2010-03-25 00:00:00,0
2010-03-28 00:00:00,0
2010-03-31 00:00:00,0
2010-04-03 00:00:00,0
2010-04-06 00:00:00,0
2010-04-09 00:00:00,0
2010-04-12 00:00:00,0
2010-04-15 00:00:00,0
2010-04-18 00:00:00,0
2010-04-21 00:00:00,0
2010-04-24 00:00:00,0
2010-04-27 00:00:00,0
2010-04-30 00:00:00,0
2010-05-03 00:00:00,0
2010-05-06 00:00:00,0
2010-05-09 00:00:00,0
2010-05-12 00:00:00,0
2010-05-15 00:00:00,0
2010-05-18 00:00:00,0
2010-05-21 00:00:00,0
2010-05-24 00:00:00,0
2010-05-27 00:00:00,0
2010-05-30 00:00:00,0
2010-06-02 00:00:00,0
2010-06-05 00:00:00,0
2010-06-08 00:00:00,0
2010-06-11 00:00:00,0
2010-06-14 00:00:00,0
2010-06-17 00:00:00,0
2010-06-20 00:00:00,0
2010-06-23 00:00:00,0
2010-06-26 00:00:00,0
2010-06-29 00:00:00,0
2010-07-02 00:00:00,0
2010-07-05 00:00:00,0
2010-07-08 00:00:00,0
2010-07-11 00:00:00,0
2010-07-14 00:00:00,0
2010-07-17 00:00:00,0
2010-07-20 00:00:00,0
2010-07-23 00:00:00,0
2010-07-26 00:00:00,0
2010-07-29 00:00:00,0
2010-08-01 00:00:00,0
2010-08-04 00:00:00,0
2010-08-07 00:00:00,0
2010-08-10 00:00:00,0
2010-08-13 00:00:00,0
2010-08-16 00:00:00,0
2010-08-19 00:00:00,0
2010-08-22 00:00:00,0
2010-08-25 00:00:00,0
2010-08-28 00:00:00,7.7e-8
2010-08-31 00:00:00,0.014000021
2010-09-03 00:00:00,0
2010-09-06 00:00:00,6e-9
2010-09-09 00:00:00,0.006600006
2010-09-12 00:00:00,0.009
2010-09-15 00:00:00,0
2010-09-18 00:00:00,0.0108
2010-09-21 00:00:00,6e-9
2010-09-24 00:00:00,0
2010-09-27 00:00:00,0.0012
2010-09-30 00:00:00,0
2010-10-03 00:00:00,0.000465975
2010-10-06 00:00:00,6.54e-8
2010-10-09 00:00:00,0
2010-10-12 00:00:00,0
2010-10-15 00:00:00,0
2010-10-18 00:00:00,0.002
2010-10-21 00:00:00,0.000776615
2010-10-24 00:00:00,0
2010-10-27 00:00:00,0
2010-10-30 00:00:00,0
2010-11-02 00:00:00,0
2010-11-05 00:00:00,0
2010-11-08 00:00:00,0.3901
2010-11-11 00:00:00,0
2010-11-14 00:00:00,0
2010-11-17 00:00:00,0
2010-11-20 00:00:00,0.2828
2010-11-23 00:00:00,0.1372
2010-11-26 00:00:00,0.1036
2010-11-29 00:00:00,0.0084
2010-12-02 00:00:00,0.0138
2010-12-05 00:00:00,0.0075
2010-12-08 00:00:00,0.0092
2010-12-11 00:00:00,0.0246220758
2010-12-14 00:00:00,0.0112523797
2010-12-17 00:00:00,0.058608235
2010-12-20 00:00:00,0.0174182242
2010-12-23 00:00:00,0.0156
2010-12-26 00:00:00,0.0264112975
2010-12-29 00:00:00,0.0393662443
2011-01-01 00:00:00,0.026745774
2011-01-04 00:00:00,0.009387273
2011-01-07 00:00:00,0.016057536
2011-01-10 00:00:00,0.0252303008
2011-01-13 00:00:00,0.0089779932
2011-01-16 00:00:00,0.03451144
2011-01-19 00:00:00,0.019
2011-01-22 00:00:00,0.206463026
2011-01-25 00:00:00,0.0567860436
2011-01-28 00:00:00,0.0258
2011-01-31 00:00:00,0.3648
2011-02-03 00:00:00,0.2855155868
2011-02-06 00:00:00,0.1114358096
2011-02-09 00:00:00,0.0596207248
2011-02-12 00:00:00,0.7641254202
2011-02-15 00:00:00,0.2629388844
2011-02-18 00:00:00,0.5565
2011-02-21 00:00:00,0.3854
2011-02-24 00:00:00,0.159309984
2011-02-27 00:00:00,1.0584
2011-03-02 00:00:00,0.448819
2011-03-05 00:00:00,2.2349760186
2011-03-08 00:00:00,3.6036000182
2011-03-11 00:00:00,5.85818394349999
2011-03-14 00:00:00,1.6620451575
2011-03-17 00:00:00,1.2365597166
2011-03-20 00:00:00,2.875804534
2011-03-23 00:00:00,15.627785787
2011-03-26 00:00:00,4.102989
2011-03-29 00:00:00,2.8728840084
2011-04-01 00:00:00,3.6
2011-04-04 00:00:00,7.77428377600001
2011-04-07 00:00:00,2.28015
2011-04-10 00:00:00,4.0530406917
2011-04-13 00:00:00,3.7357519908
2011-04-16 00:00:00,4.0121654784
2011-04-19 00:00:00,6.78153855599999
2011-04-22 00:00:00,6.5067
2011-04-25 00:00:00,16.4680725888
2011-04-28 00:00:00,14.05666
2011-05-01 00:00:00,47.7418479048
2011-05-04 00:00:00,22.3368932475
2011-05-07 00:00:00,24.0911831152
2011-05-10 00:00:00,35.07234296
2011-05-13 00:00:00,76.377733554
2011-05-16 00:00:00,125.069335048
2011-05-19 00:00:00,126.07551882
2011-05-22 00:00:00,124.5371738742
2011-05-25 00:00:00,151.5358166056
2011-05-28 00:00:00,127.8869034816
2011-05-31 00:00:00,188.3175006
2011-06-03 00:00:00,300.9835625082
2011-06-06 00:00:00,558.221239791
2011-06-09 00:00:00,1378.6824532423
2011-06-12 00:00:00,1284.628366656
2011-06-15 00:00:00,831.59990551
2011-06-18 00:00:00,534.6146466147
2011-06-21 00:00:00,305.2991482921
2011-06-24 00:00:00,265.3675719556
2011-06-27 00:00:00,467.6701533583
2011-06-30 00:00:00,307.0952429
2011-07-03 00:00:00,217.570246444
2011-07-06 00:00:00,261.2290020864
2011-07-09 00:00:00,200.9178427177
2011-07-12 00:00:00,192.6997289228
2011-07-15 00:00:00,238.501299042
2011-07-18 00:00:00,193.409897846
2011-07-21 00:00:00,126.204461395
2011-07-24 00:00:00,142.1395495667
2011-07-27 00:00:00,127.4809708326
2011-07-30 00:00:00,79.38036759
2011-08-02 00:00:00,101.1194156346
2011-08-05 00:00:00,73.340669365
2011-08-08 00:00:00,76.717104151
2011-08-11 00:00:00,80.437350672
2011-08-14 00:00:00,109.5817313624
2011-08-17 00:00:00,78.2991225104
2011-08-20 00:00:00,82.5467946551
2011-08-23 00:00:00,94.99453169
2011-08-26 00:00:00,50.9034845469
2011-08-29 00:00:00,50.7586847472
2011-09-01 00:00:00,50.2678747142
2011-09-04 00:00:00,86.4187767377001
2011-09-07 00:00:00,71.1246437175999
2011-09-10 00:00:00,40.1113950432
2011-09-13 00:00:00,30.011503248
2011-09-16 00:00:00,28.021912677
2011-09-19 00:00:00,30.5967360846
2011-09-22 00:00:00,23.9495763564
2011-09-25 00:00:00,20.1046259034
2011-09-28 00:00:00,22.3330326
2011-10-01 00:00:00,20.602892397
